4.300000071525573730e-01 -0.000000000000000000e+00 2.300000041723251343e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
4.499999880790710449e-01 0.000000000000000000e+00 2.000000029802322388e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
4.900000095367431641e-01 0.000000000000000000e+00 2.099999934434890747e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
5.299999713897705078e-01 0.000000000000000000e+00 2.099999934434890747e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
5.600000023841857910e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.000000238418579102e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.299999952316284180e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.499999761581420898e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.800000071525573730e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.999999880790710449e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.200000286102294922e-01 0.000000000000000000e+00 2.199999988079071045e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.800000071525573730e-01 0.000000000000000000e+00 2.399999946355819702e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.499999761581420898e-01 0.000000000000000000e+00 2.500000000000000000e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.800000071525573730e-01 0.000000000000000000e+00 2.500000000000000000e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
6.999999880790710449e-01 0.000000000000000000e+00 2.500000000000000000e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.200000286102294922e-01 0.000000000000000000e+00 2.500000000000000000e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.300000190734863281e-01 0.000000000000000000e+00 2.500000000000000000e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.400000095367431641e-01 0.000000000000000000e+00 2.500000000000000000e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.599999904632568359e-01 0.000000000000000000e+00 2.399999946355819702e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.699999809265136719e-01 0.000000000000000000e+00 2.399999946355819702e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.799999713897705078e-01 0.000000000000000000e+00 2.399999946355819702e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.500000000000000000e-01 0.000000000000000000e+00 2.599999904632568359e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.200000286102294922e-01 0.000000000000000000e+00 2.700000107288360596e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.400000095367431641e-01 0.000000000000000000e+00 2.700000107288360596e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
7.500000000000000000e-01 0.000000000000000000e+00 2.599999904632568359e-01 5.709267258644104004e-01 1.288859993219375610e-01 1.000000047497451305e-03
